hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50,previous_day_admission_adult_covid_confirmed_60,previous_day_admission_adult_covid_confirmed_70,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18,previous_day_admission_adult_covid_suspected_20,previous_day_admission_adult_covid_suspected_30,previous_day_admission_adult_covid_suspected_40,previous_day_admission_adult_covid_suspected_50,previous_day_admission_adult_covid_suspected_60,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
410010,2021-07-23,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,191.1,113.7,106.9,166.0,99.7,0.0,0.0,0.0,0.0,184.3,72.1,0.0,70.3,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,796.0,748.0,1162.0,698.0,0.0,0.0,0.0,0.0,1290.0,505.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,POINT (-71.411562 41.8102),[C410010-A],7,7,7,7,,,,,,,False
410011,2020-10-23,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,119.6,119.6,93.6,81.1,81.1,0.0,0.0,0.0,0.0,93.6,8.7,8.7,7.9,7.9,0.0,0.0,0.0,0.0,0.0,837.0,837.0,655.0,568.0,568.0,20.0,20.0,0.0,0.0,655.0,61.0,61.0,55.0,55.0,4.0,4.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,POINT (-71.49621 42.00532),[C410011-A],7,7,7,7,,,,,,,False
410005,2021-07-02,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,151.9,88.1,60.9,112.1,52.4,15.0,10.0,0.0,0.0,121.9,4.9,4.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1063.0,617.0,426.0,785.0,367.0,105.0,70.0,0.0,0.0,853.0,34.0,34.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,0.0,477.0,1033.0,913.0,0.0,0.0,False
410009,2020-11-13,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,239.1,239.1,195.9,189.9,189.9,36.1,36.0,0.0,0.0,195.9,13.7,13.7,13.7,13.7,0.0,0.0,0.0,0.0,0.0,1674.0,1674.0,1371.0,1329.0,1329.0,253.0,252.0,0.0,0.0,1371.0,96.0,96.0,96.0,96.0,9.0,8.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,7.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-71.477902 41.704478),[C410009-A],7,7,7,7,,,,,,,False
410013,2020-07-17,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,121.0,,,58.2,,36.1,36.0,0.0,0.0,121.0,9.0,,,,0.0,,,,,605.0,,,291.0,,7.0,252.0,0.0,0.0,605.0,45.0,,,,9.0,,,,,5,0,0,5,0,5,5,5,5,5,5,0,0,0,5,0,0,0,0,32.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,5.0,,,POINT (-71.825814 41.362798),[C410013-A],3,3,3,3,,,,,,,False
410012,2021-07-30,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,236.1,236.1,6.1,5.0,0.0,0.0,275.0,16.0,16.0,10.3,10.3,0.0,0.0,,,,2436.0,2436.0,1925.0,1653.0,1653.0,43.0,35.0,0.0,0.0,1925.0,112.0,112.0,72.0,72.0,9.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,8.0,0.0,,,,0.0,0.0,,,0.0,0.0,185.0,5.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,1362.0,,POINT (-71.397562 41.851653),[C410012-A],7,7,7,7,,,,,,,False
410004,2020-05-01,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,170.9,,,101.9,,,,,,141.9,14.0,,,,,,,,,1196.0,,,713.0,,,,,,993.0,98.0,,,,,,,,,7,0,0,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.43458 41.834015),,0,0,0,0,,,,,,,False
410008,2021-02-19,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,98.1,98.1,73.1,60.7,60.7,5.3,5.1,0.0,0.0,73.1,5.1,5.1,4.4,4.4,,,0.0,0.0,0.0,687.0,687.0,512.0,425.0,425.0,37.0,36.0,0.0,0.0,512.0,36.0,36.0,31.0,31.0,11.0,11.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,POINT (-71.495882 41.431883),[C410008-A],7,7,7,7,0.0,546.0,138.0,1202.0,0.0,0.0,False
410007,2021-05-14,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,806.0,640.6,541.6,637.6,512.0,47.9,33.9,0.0,0.0,672.0,97.0,81.6,85.6,72.6,8.1,8.1,0.0,0.0,0.0,5642.0,4484.0,3791.0,4463.0,3584.0,335.0,237.0,4.0,4.0,4704.0,679.0,571.0,599.0,508.0,57.0,57.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2667.0,0.0,POINT (-71.407049 41.811956),[C410007-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410010,2020-12-25,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,170.1,87.0,68.0,120.9,59.0,47.9,33.9,0.0,0.0,151.1,80.0,0.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,609.0,476.0,846.0,413.0,10.0,7.0,0.0,0.0,1058.0,560.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,POINT (-71.411562 41.8102),[C410010-A],7,7,7,7,,,,,,,False
410010,2020-07-24,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,220.0,132.3,84.0,152.0,80.3,47.9,33.9,0.0,0.0,176.0,,,,,0.0,,,,,220.0,794.0,84.0,152.0,562.0,9.0,9.0,7.0,0.0,176.0,,,,,0.0,,,,,1,6,1,1,7,7,7,7,7,1,0,0,0,0,7,0,0,0,0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,479.0,,POINT (-71.411562 41.8102),[C410010-A],7,7,7,7,,,,,,,False
412001,2020-09-18,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,0.0,0.0,0.0,0.0,100.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,POINT (-71.46388 41.743742),[C412001-A],2,2,2,2,,,,,,,False
410011,2020-07-31,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,125.1,125.1,99.1,91.0,90.7,4.4,0.0,0.0,0.0,99.1,8.0,8.0,8.0,8.0,0.0,0.0,,,,876.0,876.0,694.0,637.0,635.0,31.0,22.0,0.0,0.0,694.0,56.0,56.0,56.0,56.0,8.0,7.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,589.0,,POINT (-71.49621 42.00532),[C410011-A],7,7,7,7,,,,,,,False
410004,2020-08-07,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,,104.4,75.4,,99.7,7.3,7.3,0.0,0.0,,10.7,10.7,9.3,9.3,0.0,0.0,,,,,731.0,528.0,,698.0,51.0,51.0,0.0,0.0,,75.0,75.0,65.0,65.0,16.0,16.0,,,,0,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,0,0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,,POINT (-71.43458 41.834015),[C410004-A],7,7,7,7,,,,,,,False
412001,2020-10-23,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-71.46388 41.743742),[C412001-A],3,3,3,3,,,,,,,False
